Organism,Pathway,Degree Centrality,Degree Centrality,Degree Centrality,Betweenness Centrality,Betweenness Centrality,Betweenness Centrality,Closeness Centrality,Closeness Centrality,Closeness Centrality,Eigenvector Centrality,Eigenvector Centrality,Eigenvector Centrality
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min
pae,Carbon metabolism,0.001912710832898573,0.0054773082942097,0.0007824726134585,0.01726960768635692,0.1389318505239046,0.0,0.059589172256531805,0.0705375869301247,0.0471813046849041,0.017172667084646136,0.2079362266534016,6.753880385333734e-08
pae,Degradation of aromatic compounds,0.0017552764031636703,0.0062597809076682,0.0007824726134585,0.01871132776953671,0.1601691985717751,0.0,0.040942101505798946,0.0572760274279567,0.0316814992934876,5.595388651398954e-06,0.0001551239210352,7.941060684113455e-13
pae,Fatty acid metabolism,0.0016724605478502328,0.0070422535211267,0.0007824726134585,0.03935789474255474,0.3012697725836815,0.0,0.03572878365571354,0.0702931631923436,0.0145453717719631,0.00012027407189852946,0.006487379419415,9.472703841613476e-20
pae,Microbial metabolism in diverse environments,0.0014846916255366422,0.0031298904538341,0.0007824726134585,0.005827515026354582,0.0556308711154788,0.0,0.05092003801188448,0.0705375869301247,0.0297964607959711,0.002059854055499594,0.0809751517002065,6.813236164354907e-14
pae,Nucleotide metabolism,0.001798955728138243,0.0046948356807511,0.0007824726134585,0.007945671322256544,0.0880967830707126,0.0,0.03177846343129164,0.0384986142908784,0.023409594636675,3.6262420153218646e-11,2.848964770631806e-10,6.007891635793104e-15
sau,2-Oxocarboxylic acid metabolism,0.0022095959595959456,0.0046296296296296,0.0011574074074074,0.014765200558547418,0.3311653623749937,0.0,0.04986610747429531,0.0714108604016861,0.0348302829960493,4.8203337016635755e-05,0.0013306669660649,3.4705164962480144e-10
sau,Biosynthesis of amino acids,0.0029792524005486775,0.0104166666666666,0.0011574074074074,0.04155864326031934,0.5866008771549688,0.0,0.04954026900345955,0.0736321799897733,0.0275510204081632,0.01758834780286801,0.3825957689760157,5.918379365337434e-12
sau,Biosynthesis of cofactors,0.0026094276094275927,0.011574074074074,0.0011574074074074,0.03336164020994917,0.2589622902705109,0.0,0.04152901538122618,0.0678019304716314,0.0235627795352896,0.004243717335999897,0.3218158986982848,2.657381757495839e-12
sau,Biosynthesis of nucleotide sugars,0.002439939939939924,0.0069444444444444,0.0011574074074074,0.01657239203547502,0.060617033603708,0.0,0.041930125763695356,0.0555448408871745,0.0307232771495626,0.0072007185323614414,0.0690012020568441,9.584776273297942e-11
sau,Biosynthesis of secondary metabolites,0.0021905294556301127,0.0046296296296296,0.0011574074074074,0.018979541136230318,0.1163818076477404,0.0,0.042064071115315516,0.0676426837861113,0.0256760772659732,0.0031239540802495388,0.2654877819868786,7.209111652845577e-12
sau,Carbon metabolism,0.002748842592592575,0.0081018518518518,0.0011574074074074,0.019610287857897615,0.3159773478450536,0.0,0.05771983893205883,0.0704386107940649,0.0442577604753611,0.018400059546614826,0.2188053686607924,1.4947476153300295e-06
sau,Fatty acid metabolism,0.0024892186707255043,0.0104166666666666,0.0011574074074074,0.04085161347992621,0.4120252895325587,0.0,0.04242657019948266,0.0696549500161238,0.02429696287964,1.6558666923334527e-05,0.0005696713058055,2.3559110103930853e-12
sau,Microbial metabolism in diverse environments,0.002104377104377091,0.0034722222222222,0.0011574074074074,0.006596301007436788,0.1857403176876556,0.0,0.057909574997350596,0.0712459800445287,0.0437158469945355,0.001036050665257331,0.0222924153859119,1.2695419214911042e-06
sau,Nucleotide metabolism,0.0024836033950617125,0.0046296296296296,0.0011574074074074,0.012429431397900986,0.1201483507451936,0.0,0.03238827034237884,0.039486312325762,0.0257495380580556,1.519774902300609e-08,1.0139368925611747e-07,1.2653879300147024e-10
sen,2-Oxocarboxylic acid metabolism,0.0021026072329688684,0.0053879310344827,0.0010775862068965,0.006446950062021613,0.10442246500037,0.0,0.05177952301302376,0.0702923799424329,0.0387457726190973,0.0004853608314437821,0.0077808140346865,7.006322424562083e-11
sen,Biosynthesis of amino acids,0.002917032725675363,0.011853448275862,0.0010775862068965,0.032508351989456445,0.362014043673498,0.0,0.05403304233799992,0.0733191119538595,0.0293308890925756,0.017051501215363335,0.3739143958487879,3.846940250981129e-15
sen,Biosynthesis of cofactors,0.0024545019157087918,0.011853448275862,0.0010775862068965,0.026220143907301763,0.2687548822676041,0.0,0.04221570522657242,0.0677125136811382,0.0210550198525241,0.0043289652586786225,0.3315547571245663,4.361369330129772e-18
sen,Biosynthesis of nucleotide sugars,0.002309113300492593,0.0043103448275862,0.0010775862068965,0.009759975267885255,0.0276545586430085,0.0,0.050946582412465705,0.0642792823993904,0.0361835692283697,0.0175991500649325,0.1552594683829001,4.365676956406666e-09
sen,Biosynthesis of secondary metabolites,0.0021177562260536213,0.0053879310344827,0.0010775862068965,0.05066151175903299,0.3450267371598119,0.0,0.04583958612929487,0.0718266253869969,0.0257620343123646,0.003898703061306222,0.2734852710784771,4.6881379772678895e-18
sen,Carbon metabolism,0.0025537316957959136,0.0075431034482758,0.0010775862068965,0.01475499375934442,0.1761294239333499,0.0,0.05931366773997634,0.0699163715814058,0.0467200322207118,0.012900877674696052,0.2095642859826509,1.145278571909321e-07
sen,Fatty acid metabolism,0.0028222495894909476,0.0086206896551724,0.0010775862068965,0.034384367515336065,0.2127899391701443,0.0,0.057440346776859746,0.0692382302469596,0.0447293584614643,0.0003396837602583695,0.0030639720137742,2.09415896786416e-08
sen,Microbial metabolism in diverse environments,0.00200351213282246,0.0043103448275862,0.0010775862068965,0.00813187317739079,0.0520753511513762,0.0,0.04766553163524784,0.0683357879234167,0.0219546239560907,0.0007368850271289322,0.0215153598521733,2.1807767652022523e-16
sen,Nucleotide metabolism,0.002504915305505129,0.0064655172413793,0.0010775862068965,0.010822249262443647,0.0873258657887883,0.0,0.029344517413434128,0.0375526060213661,0.0239218415693552,3.898564587011341e-12,2.6173086589632467e-11,7.254568152544711e-17
spn,2-Oxocarboxylic acid metabolism,0.0032354405176703996,0.0034843205574912,0.0017421602787456,0.03568420413790978,0.3193154359995847,0.0,0.05125425932173722,0.0674183697439511,0.0374282733437663,0.0005891589397246788,0.0038396385265112,1.6360796883878184e-09
spn,Biosynthesis of amino acids,0.005029785320894617,0.0139372822299651,0.0017421602787456,0.06135529383104271,0.5512495084005714,0.0,0.05985186368792081,0.0722557905337361,0.0388704543915487,0.04652249637881952,0.4010071476655168,2.925940309957382e-09
spn,Biosynthesis of cofactors,0.004213943238333413,0.0156794425087108,0.0017421602787456,0.04084303967874479,0.4197102673144095,0.0,0.04604074439286818,0.0706113913150449,0.021875833682686,0.009325971415279197,0.4156944071081677,1.5034912458808468e-11
spn,Biosynthesis of nucleotide sugars,0.0036542874139542003,0.0104529616724738,0.0017421602787456,0.023726192795991377,0.0834595107357206,0.0,0.045329237446862215,0.0612724167378309,0.0325526002381897,0.006048346049186981,0.0612560261743238,1.9660989830232351e-10
spn,Biosynthesis of secondary metabolites,0.0033611375074788954,0.0069686411149825,0.0017421602787456,0.06895456614796239,0.2720141561924221,0.0,0.04535532587300543,0.0661137986639023,0.025705329153605,0.004592688086833396,0.2373977223696991,6.632961462490439e-11
spn,Carbon metabolism,0.0037020905923344314,0.0087108013937282,0.0017421602787456,0.04336275351628955,0.3800596176857186,0.0,0.06001039321404702,0.0715799975059234,0.0516651665166516,0.027561207671361356,0.1544854928236238,2.679761686204994e-05
spn,Fatty acid metabolism,0.0036105640559510334,0.0104529616724738,0.0017421602787456,0.04487881397609095,0.3503550769868697,0.0,0.039355203267664465,0.0649688737973967,0.0239495973630408,3.314191862324732e-05,0.0013271393400265,4.2552367984972564e-13
spn,Microbial metabolism in diverse environments,0.003038651648974888,0.0052264808362369,0.0017421602787456,0.00682381845056075,0.0597110869521798,0.0,0.05564475680866239,0.0678486997635933,0.0398417435968626,0.009277477068213774,0.1164945739165529,2.484034630299686e-07
spn,Nucleotide metabolism,0.0037865320344164792,0.0104529616724738,0.0017421602787456,0.013831654743130833,0.092976023253127,0.0,0.030631666833708354,0.0407265503050943,0.0238838264053593,9.681907636707696e-08,8.174975996255746e-07,1.254459296861292e-09
